lat_bin,lon_bin,time_slot,month,total_count,dominant_category,pred,conf,ok,p_violent,p_property,p_other,risk,city
32.64,-96.78,2,5,10,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,6,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,7,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,8,8,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,9,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,10,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,11,8,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,12,11,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.78,3,1,15,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,2,12,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,3,8,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,4,7,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,5,6,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,7,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,8,9,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,9,8,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,10,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,11,8,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,3,12,9,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.75,1,2,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.75,1,8,5,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.75,1,12,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.98,0,4,4,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.98,3,7,3,property,other,0.7028,False,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.97,1,5,3,property,other,0.8746,False,0.0185,0.1068,0.8746,1.9,Dallas
32.65,-96.97,2,2,4,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.97,2,4,4,property,other,0.8317,False,0.087,0.0814,0.8317,8.7,Dallas
32.65,-96.97,3,3,5,violent,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.96000000000001,1,4,3,other,other,0.881,True,0.0176,0.1014,0.881,1.8,Dallas
32.65,-96.96000000000001,2,3,6,other,other,0.881,True,0.0176,0.1014,0.881,1.8,Dallas
